user_id,gasto_total,porcentaje_recomendacion,items_count
shomforce2540,384.7800000000001,0%,50
Loverin,527.5600000000002,75%,97
rinco69,5182.23999999995,25%,591
ringy,1172.2000000000005,50%,101
noidhazbeendetectedno,181.88,0%,36
hannyp,533.7200000000001,57%,37
batugratis,653.5100000000003,0%,114
76561198052479552,374.85,0%,27
76561198077421896,826.5100000000003,60%,76
rixs,1803.710000000001,0%,185
3548548564856498484894,1791.9000000000003,50%,149
76561198061483599,55.95,14%,55
76561198060057899,1830.6600000000003,0%,115
76561198072441666,14.99,100%,14
Robbie_Perks,249.84000000000003,86%,27
NoSwagm8,732.5400000000002,0%,105
Keiichimsr,15.98,17%,16
76561198072526121,359.81000000000006,17%,26
248482,2808.409999999992,100%,277
76561198055322896,224.88000000000005,0%,21
rockettwins,467.5900000000002,100%,83
RocketLauncherManiac,2769.7299999999927,0%,243
76561198060660804,532.5600000000002,100%,67
76561198065900839,355.7700000000001,50%,50
76561198083947785,124.92,33%,30
76561198040603456,1445.9000000000008,0%,152
76561198064713620,3341.9599999999814,0%,314
76561198079337006,1812.1600000000003,0%,74
76561198056707717,518.6400000000002,0%,80
76561198101520512,35.97,0%,14
76561198072659894,59.96,25%,5
roguejet,111.87999999999997,100%,31
xXGGnoREEXx,862.6400000000002,46%,89
rogueone3,3458.919999999985,34%,239
rojomojo890,876.3200000000003,0%,102
76561198044236862,739.6100000000001,0%,44
76561198048429589,186.86,100%,34
TheRealRoLLy,471.71000000000015,100%,120
lautahz1,149.89,0%,27
76561198063215612,1360.2300000000005,88%,118
76561198055804130,441.72,50%,68
Reubster4,2631.4799999999964,83%,195
Roodles,1605.1900000000005,0%,97
76561198075973825,69.94999999999999,0%,42
Rose2g,1662.0500000000006,0%,135
rosencr4ntz,740.6000000000003,71%,55
76561198308665434,1360.3000000000004,0%,79
adli15,170.89,60%,26
76561198050590067,2071.7200000000007,0%,165
RowdyCS,731.6800000000002,82%,63
Celstia,2380.8699999999985,71%,152
76561198078909556,926.4900000000004,75%,157
76561198046497819,684.5800000000003,67%,90
76561198075332151,569.7900000000001,80%,34
76561198054005754,1361.0600000000006,100%,126
ScoutCounterAttack,1614.4400000000007,40%,177
76561198092310770,794.3800000000017,0%,279
jgrulez,1798.4700000000007,0%,144
76561198103697364,330.7600000000001,65%,62
RumourR,5124.239999999953,100%,471
76561198066363708,859.4400000000004,60%,81
AWolBr0th3r,4193.319999999978,0%,456
76561198061226556,24.98,0%,16
Opatysmile,197.33,0%,22
76561198061851487,2264.72,67%,196
76561198007475605,1233.3900000000003,60%,92
hazixstar,320.86,65%,37
ryanalcock,2381.809999999996,69%,212
76561198061679549,1037.5100000000002,50%,84
Born-Of-Osiris,1482.1300000000006,0%,118
rylowe,945.5500000000002,0%,70
ryukahtk,1199.250000000001,50%,159
76561198195478589,108.89999999999998,0%,58
76561198058800703,306.7600000000001,50%,44
SuppanutC,1089.59,33%,75
sgp_drek,1400.1900000000005,88%,106
76561197977705860,2286.519999999999,0%,202
76561198072752933,239.92000000000004,100%,13
76561198063241906,1522.2100000000005,100%,101
MrSaberr,778.6400000000002,88%,79
76561198051305675,309.7800000000001,100%,34
penguiin1,679.5600000000003,0%,83
SafetyPinLoL,1476.2500000000005,0%,149
frogmcvape,2327.5399999999986,100%,221
SaintBrady,1064.3000000000002,0%,83
SakifX9,5457.029999999934,100%,743
76561198051644906,2569.879999999991,0%,216
Hispania,3716.849999999984,0%,327
76561198052845181,294.86,75%,32
76561198071873679,628.5600000000001,40%,43
icphoton,893.4700000000004,0%,77
SaltySpittoon,635.7200000000001,44%,51
76561198132392635,172.85,100%,36
76561198048139650,957.5200000000002,50%,83
76561198137804149,235.83000000000007,0%,60
76561198044304750,1774.1100000000006,0%,108
76561198057402319,2473.6099999999974,0%,180
76561198058241886,2174.92,100%,161
samaxor,3195.7699999999863,0%,304
Sambareno,1493.9900000000007,62%,143
samham1,709.5700000000003,0%,66
bumpy213,54.97,0%,15
76561198026079342,34.97,0%,6
76561198067884266,4154.40999999997,20%,335
76561198050680344,1378.2200000000005,0%,125
goldderpnerd,1221.1900000000005,29%,132
daniel123123,49.96,0%,15
76561198068302605,1459.1500000000003,90%,97
hentaisandysenpai,3691.099999999992,0%,214
sandzltj,2329.389999999998,100%,223
76561198075559485,79.94,100%,7
KRASA,817.4900000000002,0%,132
76561198050630442,49.97,0%,5
sapperau,3303.1199999999776,0%,419
3496148694969,1644.3900000000008,100%,132
S1F,1652.0800000000006,100%,142
76561198072904490,251.8400000000001,0%,28
76561198064434109,1013.4100000000004,100%,88
76561198036022359,129.89999999999998,0%,16
Sashalew,399.7600000000001,0%,34
76561198031492665,114.96,0%,18
76561198005827838,1743.1600000000003,100%,126
76561198058535930,264.84000000000003,67%,22
76561198072848303,755.5500000000002,100%,92
ProfessionalQuantumShitter,1196.2800000000004,67%,97
76561198084357605,850.4600000000004,33%,80
SpaghettiNoodles,331.80000000000007,0%,62
76561198073094808,572.7700000000001,0%,57
76561198062545998,677.6100000000002,0%,56
76561198069555139,1703.9700000000007,50%,143
76561198073570262,1162.2600000000004,56%,106
76561198048354078,2184.73,0%,177
76561198149898927,227.83000000000007,100%,42
76561198036524567,1978.000000000001,0%,144
LunkTehHero,664.6300000000002,100%,56
76561198058760041,379.7300000000001,50%,33
76561198004486956,124.94,100%,19
76561198063276529,81.42999999999999,100%,23
76561198063276529,81.42999999999999,0%,23
76561198073234423,369.83,51%,38
Batthew,939.4500000000004,100%,82
Madkeen,2331.9399999999982,0%,116
WRRYY,920.4800000000004,0%,113
76561198072676817,133.87999999999997,100%,62
MegaMario48,478.71000000000015,50%,79
shadowdoom64,776.5100000000003,33%,70
76561198095481091,1340.3200000000004,100%,83
FuriHagu,184.90000000000003,100%,73
76561198106191230,189.87000000000003,36%,26
76561198041859916,1090.2900000000004,0%,89
76561198007158728,1876.3200000000008,0%,138
goldnugget666,2225.479999999999,47%,229
76561198013564709,3025.399999999993,31%,197
Scott_Tweedie,0.0,0%,6
76561198095288151,228.70000000000016,0%,66
76561198074895126,129.92,44%,15
finagn,8400.919999999913,0%,689
76561198053314010,1675.9500000000007,100%,135
76561198094515883,484.6100000000002,71%,57
DarkestYT,253.8100000000001,67%,30
76561198093545608,537.7100000000002,75%,67
seanluvsfood,371.78,38%,61
76561198077903494,19.99,0%,26
SeaPotato,556.5500000000002,0%,83
76561198017338700,322.91,50%,17
76561198136124164,284.87,86%,27
BrainyManiac,119.92999999999998,67%,34
76561198023905821,3881.829999999969,0%,394
AnonRookie,3442.61999999999,0%,234
swatgamerbr,615.6400000000002,0%,128
asdasdfgdsAD,379.79,90%,55
selfishpiggy,800.9600000000003,47%,67
lilwoynintehhizzle,194.9,10%,24
selmias,684.5800000000003,100%,61
RadicalLapis,569.5200000000003,0%,85
76561198079627867,777.4200000000003,25%,93
senpai_the_slutty,1753.9200000000008,86%,173
76561197991787618,4416.069999999972,100%,349
mad1167,1141.3400000000004,0%,162
76561198078320166,1459.4300000000003,0%,119
76561198106488845,885.6900000000002,50%,46
76561198013055159,1043.4500000000005,100%,103
lolcakes_of_awesomeness,1603.3400000000004,0%,97
76561198061654030,24.98,50%,9
76561198029428667,1233.2200000000005,0%,97
76561198019434222,7621.319999999941,50%,508
76561197963469414,2678.479999999996,50%,211
76561198100973546,291.71000000000004,0%,38
raul_mamador_de_ppk,312.87,67%,60
76561198020014009,3694.46999999998,0%,301
Servium,469.7300000000001,70%,61
gaminat1,289.85,0%,46
76561198072850352,1660.9900000000007,0%,174
theognighthawk,656.5300000000003,46%,67
76561198045763207,684.6700000000002,50%,72
76561198111193351,99.95,60%,15
p0t4rt0,1809.720000000001,0%,169
76561198042951492,2422.739999999998,0%,167
Sezzie52,661.5300000000002,0%,54
kammeranal_sf,604.7200000000001,100%,50
76561198058812449,1958.0600000000009,50%,126
76561198043804474,586.7300000000001,0%,34
76561198086462653,230.87000000000003,100%,30
76561198050410366,559.6700000000002,67%,69
azriava_456,424.81000000000006,100%,37
ShabaduWasTaken,749.5400000000003,100%,85
76561198155354590,197.9,25%,13
babyrainbowdash,504.7300000000001,15%,53
Shadow_Slice,2693.869999999993,0%,239
76561198071869164,795.5000000000003,50%,82
76561198137483741,19.99,0%,26
benjamingarrison,1264.0500000000006,0%,146
76561198040188061,1819.660000000001,100%,174
ShadowGapan,1030.4600000000005,100%,144
76561198054564148,364.80000000000007,0%,35
76561198068707356,203.93,100%,14
76561198066112366,1061.4200000000003,50%,91
shads5775,414.7900000000001,0%,34
ShadowExtreme,234.91000000000005,100%,23
shadzsexe,974.4900000000004,0%,89
fgtkms,1545.1000000000006,0%,182
76561198099650606,107.90999999999995,29%,11
7466NHK,109.96,0%,54
ShakoSoldier,1375.2800000000004,0%,132
DappledWithBrownies,2176.8699999999994,0%,145
Lyricc,2355.5199999999977,0%,214
shannannanna,1597.8700000000013,50%,231
76561198048805360,44.96,47%,7
76561198053916297,233.8100000000001,0%,40
76561197978024377,4417.2999999999765,0%,320
76561198073368389,77.94,0%,22
gunners0305,1800.1100000000006,100%,125
itran1,1866.9800000000007,0%,149
76561198052040052,916.5100000000002,0%,73
76561198025789935,602.6800000000001,33%,41
Shemhamphorasch,708.4000000000003,100%,78
76561198040711861,966.2900000000004,35%,89
76561198048591022,224.9,0%,28
shifty31,2441.289999999996,62%,205
76561198038394875,1081.4500000000005,100%,107
shikane,2083.540000000001,17%,209
76561198076880315,579.5600000000002,56%,67
76561198071652587,395.7700000000001,0%,44
ebroks,144.92,57%,24
analcleanser,665.7400000000001,0%,96
76561198109775138,1944.2900000000009,0%,178
76561198037086704,2448.489999999997,0%,205
76561198065077477,742.5000000000002,87%,93
ShockInferno,244.93,33%,24
76561198082063937,2190.6899999999987,100%,176
76561197966979423,1585.1100000000006,100%,111
76561198134901605,67.95,44%,12
76561197971074473,6282.699999999961,0%,446
GotNothingBetterToDo,622.6600000000001,0%,38
76561198067736111,1303.4200000000003,0%,100
76561198193666401,129.95,0%,10
ALECLIKESSHOTASANDLITTLECUTEBOYS,753.6400000000002,100%,60
76561198043587948,1417.2000000000005,0%,135
76561198094154849,163.83,0%,51
Shredderman962,3106.489999999983,0%,368
76561198044352021,376.7600000000001,0%,49
rscroop,938.4900000000002,100%,85
swatunit05,3803.6199999999817,0%,352
Shweety,0.0,0%,12
76561198069035966,54.98,80%,8
76561198017614917,2557.1699999999964,50%,240
metalredlink183,953.5800000000004,59%,52
SigmaSw3g,227.85,29%,51
76561198049490427,613.6300000000002,0%,61
kvyvvn,359.7600000000001,62%,29
76561198081634780,356.78000000000003,67%,82
76561198040606844,3898.629999999981,0%,260
76561198089225181,484.60000000000014,67%,78
SillyBilly1089,277.81000000000006,0%,100
Silvaswat,5423.409999999973,0%,366
Simcra,888.5300000000003,100%,84
galaxyrs,269.81000000000006,17%,49
Singularity_iOS,3337.8499999999844,0%,279
andrewjohn,175.8,0%,24
BadgerCave,615.0100000000003,88%,71
el-Gusto,2520.389999999996,52%,213
76561198049957874,154.9,80%,27
76561198190836507,1712.4500000000007,0%,150
elnegrohermoso,306.81000000000006,38%,39
76561198044991387,1767.1800000000003,100%,105
dyballs_tits,2138.789999999999,60%,159
76561198028067698,2152.4000000000005,69%,207
Moghur,1093.2700000000004,0%,127
76561198065668073,549.6500000000002,0%,75
Chocolateness,1933.780000000001,0%,223
76561198050365270,797.5400000000003,5%,92
SpiritOfDeath2,3478.7099999999828,100%,277
76561198071474157,265.7800000000001,100%,58
76561198043631770,368.7600000000001,31%,41
76561198059366714,1954.160000000001,83%,199
76561198085479997,357.82000000000005,80%,60
SirCyanide,670.6500000000002,36%,60
BearVoSir,615.6300000000002,75%,71
76561198044027491,1426.1500000000003,50%,109
76561198039606680,1263.3400000000004,0%,85
76561198077259604,361.7600000000001,0%,75
76561198064584898,1365.2000000000005,80%,148
SirTired,2133.82,50%,161
76561198049955966,1197.2200000000005,0%,106
bfraserlikesgames,568.6800000000002,75%,51
corrawin,733.5800000000002,0%,61
76561198071644316,39.97,80%,17
76561198027306821,3066.6699999999946,60%,138
76561198035251445,483.7400000000001,0%,40
76561198013296434,1827.0400000000009,75%,136
76561197964473354,239.80000000000004,75%,25
thewaysomething,73.94,0%,33
76561198060469849,610.6300000000002,0%,87
chefmisery,94.93,0%,20
76561198071631039,735.5500000000002,25%,48
DragoZo,99.92999999999998,0%,27
skotavus,12162.499999999836,17%,1120
frankferret,1575.660000000001,100%,200
SoOutOfLuck,676.0300000000003,0%,79
76561198020098971,2310.5999999999995,0%,176
76561198085601351,1206.1800000000003,0%,139
76561198059908083,67.96,100%,8
sky_track,267.77000000000004,100%,66
76561198084217617,154.93,83%,32
76561198036663375,289.90000000000003,100%,19
skylord30,369.7300000000001,0%,68
76561197991286225,834.9400000000004,27%,104
76561198062091405,729.5700000000003,27%,58
76561198078668446,177.88,0%,39
76561198075234879,34.97,0%,58
slaydread,574.7500000000001,67%,58
76561198053793261,809.7800000000004,100%,107
slicer11221,327.81000000000006,100%,45
76561198216508548,580.8000000000001,0%,36
ethanabey,2303.5099999999998,60%,185
76561198015276841,1951.010000000001,0%,171
xSluke,302.7900000000001,0%,83
76561198072534619,691.3700000000003,86%,84
Slyme9,803.5200000000003,0%,54
Slynx_,1730.1700000000003,100%,155
76561198058000414,248.8100000000001,100%,28
76561198025785647,1032.4700000000005,0%,76
naaaaaaz,3076.1699999999896,60%,289
SmiLeGaming06660,34.98,0%,20
illuminati01,1163.4800000000002,24%,91
76561198066725901,438.7400000000001,67%,32
76561197996385765,1036.5100000000002,75%,55
76561198052921692,59.96,45%,6
Smithy2700,1150.4300000000003,67%,99
RegularSmokeyJoe,982.4100000000004,0%,78
76561198104838152,0.0,49%,3
rsmurfy,770.5600000000002,75%,63
76561198064593416,564.6600000000002,22%,54
76561198059487098,950.3800000000005,13%,101
76561198062511894,239.82000000000005,100%,37
76561198090792324,1122.4200000000003,0%,106
76561198078399474,900.4700000000003,0%,75
Snickerbones,4783.4199999999655,0%,418
justthathelicopterpilot,819.5700000000003,0%,65
76561198081069153,466.1100000000002,71%,64
coadstar101,2146.71,38%,229
SenatorArmstrong123,2144.2499999999995,0%,180
jonnyland081,1856.9500000000007,92%,136
76561198064956087,379.24000000000007,0%,55
snowymate,524.7800000000001,0%,33
SnowyDao,180.93,0%,25
_SNS_,4710.869999999968,0%,397
snyper4plg,943.0000000000005,33%,113
camo88,1217.4300000000003,0%,72
camo88,1217.4300000000003,75%,72
76561198000220446,4529.369999999974,100%,346
HumanTorch101,64.94,100%,19
76561198021142819,1377.4500000000007,0%,159
76561198064641922,64.95,0%,9
76561198051771696,455.7400000000001,0%,59
solodsnek,5894.949999999949,26%,479
HollowerX,423.6100000000002,47%,107
Real_Rotunda,723.6100000000002,0%,57
ThatMexicanGuy,1870.720000000001,67%,187
76561198040704557,975.4000000000004,100%,81
76561198060787863,5941.159999999943,0%,535
76561198145073394,44.96,0%,27
swineflu1122,748.5400000000003,100%,77
76561198072925402,712.6100000000002,58%,81
smNTC,343.76,33%,47
76561198069918969,424.7700000000001,0%,35
76561198071088410,222.81000000000003,0%,36
sonnymastrangioli,725.6000000000001,75%,45
sonnymack,439.80000000000007,0%,38
Sorotix,1697.8800000000008,0%,199
blackfin50,360.7800000000001,67%,39
76561198045615853,205.85,0%,26
SWAGHIGHJAKKER,1472.9900000000007,68%,132
joao_bobd,666.8500000000004,0%,179
76561198046173323,46.97,50%,4
juliagillardismymum,367.69000000000017,71%,88
HamishBrown,1283.1500000000003,50%,110
76561198055096033,1290.3500000000004,38%,114
personsunknown,4501.699999999979,0%,305
76561198073586132,2372.1299999999983,67%,165
spaceblob,3065.05999999999,67%,250
76561198083949241,516.69,60%,85
spacemonkey,2690.929999999992,52%,250
space_jumper,928.4500000000004,0%,76
NJFV,1304.3400000000004,0%,85
spamjavalin,190.87,100%,17
76561198062327886,345.84000000000003,78%,57
Sparkzh2o,1352.1800000000003,0%,126
76561197986948702,2252.0199999999995,100%,139
Ryder_Otter,4087.5899999999774,81%,320
Spazzykins,2417.7599999999966,100%,151
76561198200784391,14.99,0%,6
76561198085996419,710.5900000000003,0%,85
sPeKE_,922.8400000000004,0%,81
TheMan123e,1607.0600000000006,80%,139
SpExXkRiWestPacIsDeadLongLive,1523.1100000000006,0%,155
76561197983875214,409.84,85%,45
DarkWebb,704.5600000000002,25%,75
76561198059603403,457.7400000000001,100%,105
76561198081461581,1244.6300000000006,31%,119
sniperxd,870.5100000000003,100%,79
davidbrowieh,667.5800000000002,100%,51
Spiroik,408.7700000000001,35%,30
76561198021744394,289.89,100%,14
SpongeThe2nd,2392.8599999999974,0%,148
Kaj3n,1280.800000000001,0%,221
76561197972062983,844.3700000000005,50%,97
suckguy12,1433.0600000000006,0%,161
harley293,1080.3700000000003,43%,106
76561198070995743,1170.2400000000005,0%,144
76561198034575361,845.5900000000003,100%,58
IAMYOUDIDYOUKNOWTHAT,450.65000000000015,0%,80
76561198075036075,395.72000000000014,0%,46
Squiddicals,645.5200000000003,57%,154
Squiggley,1514.2000000000005,0%,162
SquigiTheSpy,721.4300000000004,0%,82
CranSi,729.4600000000003,0%,106
ShinYBralls,118.90999999999998,0%,55
cloudribero,399.71000000000015,40%,46
76561198018601156,1474.1400000000006,50%,114
FrostyByte,663.6900000000002,50%,71
ssbatt,728.6600000000002,100%,72
76561198079019250,29.97,0%,20
76561198039700455,1989.9100000000008,0%,168
StaticStabler,306.86,75%,25
76561198049623068,770.6500000000002,0%,67
76561198069758889,835.3700000000005,75%,137
76561198047232925,645.5500000000003,0%,72
76561198092501578,622.6900000000002,0%,43
_codered66_,722.5200000000002,100%,72
76561198057784033,429.7700000000001,100%,43
starblaster64,1243.1000000000004,100%,130
jimmaye24,134.89999999999998,0%,24
76561198081739230,2211.3899999999994,100%,165
rektlegolad,658.5500000000002,50%,60
CounterEverything,34.98,50%,47
76561198076398170,130.89999999999998,100%,22
76561198080384414,9.99,0%,5
wobblestar,1161.1000000000006,0%,124
StatzY,1304.2300000000005,50%,116
SteevH,3764.339999999975,29%,357
smokeaconeorfuckoff,1395.1700000000003,33%,114
76561198094163912,213.81000000000003,25%,51
76561198069917462,712.4900000000002,57%,75
ZavStephen,532.5800000000003,0%,96
76561198072812024,1156.3900000000003,17%,85
76561198100807328,507.7400000000001,0%,42
jellysama,720.6100000000002,0%,52
